Index,problem,answer,gemini-1.5,yi-lightning,glm-4-plus,doubao-pro
1833,"What town in Gunma Prefecture, Japan, was Kenjiro Shoda born in?",Tatebayashi ,0,0,0,0
1834,"On which day, month, and year were Alison Mori and Christian Gyrling promoted to vice presidents of Naughty Dog?",4-Dec-20,0,0,0,0
1835,At what university was Kuo Tsai Chen appointed as an instructor after having been awarded his doctorate?, Princeton University,0,0,0,0
1836,"On what day, month, and year was Anna Krzeptowska-Żebracka, a Polish cross-country skier, born?",26-Jul-38,0,0,0,0
1837,"On which day, month, and year was the instrument Low Energy Gamma-Ray Imager (LEGRI) activated after it was successfully launched on a Pegasus XL rocket in 1997?",19-May-97,0,0,0,0
1838,What Liverpool player scored the most goals in the 2021-2022 season of the FA Cup?,Takumi Minamino,0,0,0,0
1839,In which year was Monir Shahroudy Farmanfarmaian (an Iranian artist) awarded the Venice Biennale?,1958,0,0,1,0
1840,With how many points did Romania finish the 2022 Rugby Europe Championship?,14,0,0,1,0
1841,In what year was the club formerly known as Pishchevik Kaliningrad renamed Baltika?,1958,0,0,0,0
1842,How many stages were in the original DS game's Pokémon Diamond and Pearl Pokémon contests?,3,0,0,0,1
1843,"What were the name and surname of the mother of the Mayor of Paterson, New Jersey, from 1967 to 1972 and again from 1975 until 1982?",Ann Kramer,0,1,0,0
1844,"What was George Frederic Watts' ""After the Deluge"" originally named in 1886?",The Sun,0,0,0,0
1845,"On which date, month, and year did the manuscript ""Codex Arundel"" become a part of the British Library's project ""Turning the Pages,"" when it was digitized along with Codex Leicester and became available in the 2.0 format?",30-Jan-07,0,0,0,0
1846,In what year was the praying mantis species Eremiaphila barbara described by Brisout?,1854,0,0,0,0
1847,"On what day, month, and year was Noel Turner, a Maltese footballer, born?",9-Dec-74,0,0,0,0
1848,In what subject did photographer Kemka Ajoku attain a bachelor's degree in 2020?,Mechanical Engineering,0,0,1,0
1849,"Within plus or minus one minute, when was Marquinhos given a yellow card in the 2022 World Cup quarterfinals?",77,1,0,0,0
1850,In what year was the mathematician George Andrews elected a Fellow of the American Academy of Arts and Sciences?,1997,0,1,1,0
1851,"On what day, month, and year was the 2021 research paper titled ""Classification of Relaxation and Concentration Mental States with EEG"" by Shingchern D. You accepted for publication in the scientific journal ""Information""?",23-Apr-21,0,0,0,0
1852,What's the name of the street named after Wilhelm Fabry in the city where he died?,Hildanusstrasse,1,1,0,0
1853,In what year did Tülay Adalı become a Fellow of the Institute of Electrical and Electronics Engineers?,2009,0,0,0,0
1854,In what borough of New York City did ballerina Georgia Hiden die?,Manhattan,1,1,0,1
1855,"How many cards are in the ""Moonology Manifestation Oracle"" card deck created by Yasmin Boland?",48,0,1,0,0
1856,In what year did Tülay Adalı become a Fellow of the American Institute for Medical and Biological Engineering?,2008,0,0,0,0
1857,In what year were the first Zildjian cymbals created?,1618,0,0,0,0
1858,"What is the name of the CIA project whose secret documents were published by WikiLeaks on August 24, 2017?",ExpressLane,0,0,0,0
1859,In what year was the Materials for Industry-Derek Birchall Award established?,2008,0,0,0,0
1860,What Terraria version number release added sawmills to the game?,1.0.6.1,0,0,0,0
1861,"During the year 2003, what award was Shirin Neshat given in Berlin?",ZeroOne Award,0,1,1,0
1862,What is the first and last name of the person who received the ADA Kelly West Award for Outstanding Achievement in Epidemiology in 1989?,Harry Keen,0,0,0,0
1863,What is the name of the Jhelum and Chenab doab?,Chaj Doab (Jech Doab),1,1,0,1
1864,Who is known to be the first Indian musician to perform at the United Nations General Assembly in 1966?,Madurai Shanmukhavadivu Subbulakshmi,0,0,0,1
1865,"In 1980, what prize did Vaughan Jones receive for his doctoral thesis?",Vacheron Constantin,0,0,0,0
1866,"What specific date (month, day, year) was the very first Q Con hosted by Prism Comics in West Hollywood?",18-Jun-22,0,0,0,0
1867,What is the name of track 7 on Disc 1 of the Super Mario Galaxy Original Soundtrack Platinum Version?,Egg Planet,0,0,1,0
1868,Which city's police won the 2017 FICCI Smart Policing Award?,Pune city police,0,0,0,0
1869,What is the horsepower of the Pratt & Whitney R-1340-30 Wasp?,550 hp,0,0,0,0
1870,"In which year was the stool ""Nkosuostool"" (Development stool) created by Asantehene, Otumfuo Opoku Ware II?",1985,0,0,0,0
1871,What is the surname of the individual who won the Meldola Medal and Prize in 1955?,Gray,0,1,0,0
1872,"What were the date, month, and year when Saddam’s government laid out its combined objections to the Arab League, including that policy moves were costing Iraq $1 billion a year, that Kuwait was still using the Rumaila oil field, and that loans made by the UAE and Kuwait could not be considered debts to its ""Arab brothers""?",15-Jul-90,0,1,0,1
1873,Which actor plays the emotional vampire in What We Do in the Shadows in Seasons 1 and 5?,Vanessa Bayer,0,0,0,0
1874,"Valhalla Park Family Recreational Centre, the first of its kind in Cape Town, opened for the first time in which month and year?",13-Dec,0,0,1,1
1875,Who did Theodore von Kármán select as his research assistant when he accepted the directorship of the Guggenheim Aeronautical Laboratory at the California Institute of Technology in 1930?,Frank Wattendorf,0,0,0,0
1876,"What year was the municipality of Andes, Antioquia, Colombia, founded?",1852,0,0,0,0
1877,What was the name of the college where Alma S. Woolley was tasked with creating a B.S. degree program in nursing?,The Richard Stockton College ,0,0,0,0
1878,In what year was the beetle species Glipa acutimaculata described?,2000,0,0,0,0
1879,In what year did the chemist Lucy Weston Pickett receive an honorary Doctor of Science degree from Ripon College?,1958,0,0,0,0
1880,"What year was the municipality of Paya, Boyacá, Colombia, founded?",1600,0,0,1,1
1881,"What reward did Mishary Alafasy receive on October 25, 2008?",Arab Creativity Oscar.,0,0,0,0
1882,What is the name of the astronomer who discovered 86 Semele?,Friedrich Tietjen,0,1,0,0
1883,Which word was selected as the 2022 Word of the Year by the American Dialect Society?,"""-ussy""",0,0,0,0
1884,What was the population number at the 2011 census of Askham Richard in the north of England?,351,0,0,1,0
1885,Who was the 6th Prime Minister of Nepal?,Fateh Jang Shah,0,0,1,0
1886,Which law school did Adrienne Nelson serve as an adjunct professor at from 2002 to 2005?,Lewis & Clark,1,1,1,1
1887,Who was the doctoral advisor of Andreas Speiser?,David Hilbert,0,0,0,0
1888,Who was the recipient of the ISCB Accomplishment by a Senior Scientist Award in 2006?,Michael Waterman,0,0,1,0
1889,"Where did the Third Day song ""Nothing at All"" peak on the Billboard rock charts?",34,0,0,0,0
1890,What was the name of the official newsletter of the Internal Foundation for Internal Freedom organization founded by Timothy Leary?,The Psychedelic Review,0,0,0,0
1891,What middle school did drag queen Jinkx Monsoon attend?,da Vinci Arts Middle School,0,0,0,0
1892,At which technology park in Liverpool was Psygnosis Limited headquartered starting in 1995?,Wavertree Technology Park,0,0,0,1
1893,What is the surname of the individual who was awarded the Geoffrey Barker Medal in 2020?,MacPherson,0,0,0,0
1894,What was the election symbol of the Rastriya Swatantra Party as of 2022?,a bell inside a circle,0,0,0,0
1895,"Who won the International Photography Awards' ""Discovery of the Year"" award in 2017?",Mariano Belmar,0,0,1,0
1896,Who is the Kiwi Man of Kashmir?,Bashir Ahmad War,0,0,0,0
1897,How old was the Brazilian physicist Cesar Lattes when he died?,80,1,1,0,0
1898,"What castle overlooked Carmel Glen and its burn and was situated in Knockentiber, East Ayrshire?",Busbie Castle ,0,0,0,0
1899,"What version of the music application MusicBee had the patch note ""Mini player now supports a large album artwork layout"" as part of its update?",Version 3.2.6827,0,0,1,0
1900,In which season and episode of Peaky Blinders does Thomas smash a nun's glasses?,"Season 5, Episode 3.",0,0,0,0
1901,"What month and date did Tina Turner, the singer, die?",24-May-23,1,1,0,1
1902,What typographer developed the Allegro typeface?,Hans Bohn,0,0,0,0
1903,"Marc Julian Bradley, the first black Republican to serve in the Wisconsin Senate and only the second black Republican to serve in the Wisconsin Legislature, was born in 1981 and graduated from which high school?",La Crosse Central High School,0,0,0,0
1904,In what year did the biochemist Betty Julia Sullivan receive the Francis P. Garvan–John M. Olin Medal?,1954,0,0,1,0
1905,In which year did Habiba Ghribi win the junior race of the Pan Arab Cross Country Championships?,2002,0,0,0,0
1906,"In what year was the pink donut with sprinkles sculpture first presented to Springfield, New Zealand?",2007,0,0,0,0
1907,"How many episodes was Ginnifer Goodwin in ""Big Love: In the Beginning""?",2,0,0,0,1
1908,"In Fire Emblem: Three Houses, which character tells Leonie about a holy weapon hidden at Lake Teutates that doesn't require a crest to wield?",Linhardt,0,0,0,0
1909,"According to ""A Survey of London; Reprinted From the Text of 1603,"" the first constables of the Tower of London (Othowerus, Acolinillus, Otto, and Geoffrey de Mandeville) occupied land in East Smithfield, near the Tower, and turned it into what?",A vineyard.,0,0,0,1
1910,What is the name of the city where Whitt L. Moreland was born?,Waco,0,0,0,0
1911,What is the NASA Space Science Data Coordinated Archive (NSSDCA) ID of the spacecraft Foton-M4?,2014-041A,0,1,0,0
1912,In what year did King John II of Portugal commission Diogo de Azambuja to build Elmina Castle?,1481,0,0,0,0
1913,"What type of M.A. did Heisuke Hironaka's wife, Wakako, obtain from Brandeis University Graduate School in 1964?",Anthropology,0,0,0,0
1914,"What key signature was ""God is Good"" by Don Moen composed in?",D,0,1,0,0
1915,Who were the two umpires in the 1980 Gillette Cup match between Ireland and Middlesex held on 2 July 1980?,Terry Spencer & Tom Spencer,0,0,0,0
1916,In which year did Clive Derby-Lewis become deputy mayor of Bedfordview?,1973,0,0,0,0
1917,What is the total number of tracks on the Ys Origin original soundtrack released in 2007?,37,0,0,0,0
1918,"On what day, month, and year did Oommen Chandy, former Chief Minister of Kerala, die?",18-Jul-23,1,0,0,1
1919,What year did Oliver Heaviside publish his second paper on electricity?,1873,0,0,0,0
1920,"On what date, month, and year were women officially welcomed into the United States Polo Association?","1 January, 1972",0,0,0,0
1921,What Google Sheets function is specifically built to calculate the margin of error from a range of values?,MARGINOFERROR function,1,0,0,0
1922,"Who classified the Golden Temple as being a synthesis of Islamic and Hindu architectural styles, but also observed that the structure has its unique characteristics and inventions?",Percy Brown ,0,1,0,0
1923,What are the names of the daughters of Mehbooba Mufti Sayed?,Iltija and Irtiqa.,0,1,0,0
1924,"What month, day, and year did Feodor Timofeyev, consul for the Soviet Union in Georgetown, visit Jonestown for two days and give a speech?",2-Oct-78,0,1,0,0
1925,Who was the Deputy Speaker of the Tamil Nadu Legislative Assembly when D. Jayakumar was the Speaker during 2011-2012?,P. Dhanapal,0,0,0,0
1926,Which month and year was Thomas Charles Hart appointed to the U.S. Senate to fill the seat of Francis T. Maloney upon Maloney's death?,Feb-45,0,0,0,0
1927,"In which year was the municipality of Murindó, Antioquia, Colombia, founded?",1835,0,0,0,0
1928,Who placed 3rd in Women's Épée Individual in the 2020 Tokyo Olympics?,Katrina Lehis,0,1,0,0
1929,What is the number and name of the second asteroid discovered by astronomer Édouard Jean-Marie Stephan?,91 Aegina,0,0,0,0
1930,"What is the name of the U.S. President who received a posthumous ""Raven"" Award in 1959?",Franklin Delano Roosevelt,0,0,0,0
1931,What is the forest cover area of Maharashtra in square kilometers according to the interpretation of IRS Resourcesat-2 LISS III satellite data from 2017-18?,"50,777.56",0,1,0,0
1932,What year was LEGO part ID 3778 initially released?,1979,0,0,0,0
1933,"As of the 2020 Census, what was the population of Grand Mound, Iowa?",615,0,0,0,0
1934,Name the person who became the president of Entertainment at Fox Broadcasting in September 1995 but left Fox in 1996 and soon became the president of HBO.,John Matoian,0,0,1,0
1935,In what year did Norodom Ranariddh join the FUNCINPEC?,1983,0,0,1,0
1936,"How much did Richard Serra's work ""One Ton Prop: House of Cards"" weigh in tons?",1 ton,1,1,0,1
1937,In what city did Rachel Carson and Dorothy Freeman first meet in 1953?,Southport Island,0,0,0,1
1938,"What car parts did Herbert House cut and weld to create the *Family Circle* sculpture found in the Adams Morgan neighborhood of Washington, D.C.?",car bumpers,1,1,0,0
1939,What is the Kashmir Valley also known as?,Vale of Kashmir,1,1,0,1
1940,In what city did the American mathematician Rufus Isaacs pass away?,"Baltimore, Maryland",1,1,0,1
1941,"What month, day, and year did the New York City Department of Parks and Recreation rename Railroad Park in Queens for Gwen Ifill?",17-Jun-21,0,0,0,0
1942,"In Season 7 of RPDR, what song did Katya lip sync to on the episode she was eliminated?","""Roar"" by Katy Perry",1,1,0,1
1943,"What year was the municipality of El Peñol, Antioquia, Colombia, founded?",1714,0,1,1,0
1944,"On what day, month, and year was John Bramston appointed as a member of the Queensland Legislative Council?","July 3, 1863",0,0,1,0
1945,"What day, month, and year did Lothair I, King of Italy, become King of Middle Francia?",10 August 843,0,0,0,1
1946,"What is the month and year when Aldrin, in association with the Florida Institute of Technology, presented a ""master plan"" for NASA consideration for astronauts with a ""tour of duty"" of ten years?",15-Aug,0,0,0,0
1947,"Which day, month, and year did Admiral Charles Philip Snyder get married to Cornelia Lee Wolcott?",10-Jul-02,0,0,0,0
1948,Name the traditional dance in Kashmir where a male dancer accompanies the chhakri singers and was introduced during the Afghan period.,Bacha Nagma ,0,0,1,0
1949,Which mathematician received the Salem Prize in 1969?,Richard Hunt.,0,0,0,0
1950,By whom was Count Botho zu Eulenburg preceded as Minister President of Prussia?,Leo von Caprivi,0,0,0,0
1951,What is the name of the sole survivor of the Busy Bee Congo 2019 crash?,Muma Emmanuel,0,0,0,0
1952,"In 1881, Edward S. Morse of Salem, Massachusetts, patented a way of warming and ventilating apartments using what?",sun's rays,0,0,0,0
1953,"In which year did Gary Schreider, the Canadian football player, die?",2011,0,0,0,0
1954,"How old was Fatima Sydow, the famous Cape Malay chef, when she passed away?",50,0,0,0,0
1955,What is the name of Daniel arap Moi's mother?,Kabon,0,0,0,0
1956,"On what day, month, and year did the mathematical astronomer Donald Harry Sadler begin working as a Temporary Assistant to Comrie?",13-Oct-30,0,0,0,0
1957,"What position did the song ""Rockabye,"" featuring Anne-Marie, receive in the 2017 year-end US Billboard Hot 100 charts?",44,0,0,0,0
1958,"What is the street address of the building where the first meeting of the Gay Men's Chorus of Washington, D.C., was held in 1981?",1469 Church Street NW,0,0,0,0
1959,"What fort was Thomas Waller of Branchele knighted at by Thomas Lord Burgh, Lord Deputy of Ireland, in 1597?",Blackwater fort,1,0,1,0
1960,What was the length of Mirza Hameedullah Beg's tenure as the Chief Justice of India in years and days?,1 year and 24 days,0,1,0,1
1961,"What day, month, and year was the dungeon Dire Maul originally added to the game ""World of Warcraft""?",7-Mar-05,0,0,0,0
1962,In what year was the praying mantis species Eremiaphila aristidis described by Lucas?,1880,0,0,0,0
1963,"Which city was the first in the Southern Hemisphere and the second in the world after Philadelphia, Pennsylvania, in the United States to integrate electric street lights into its infrastructure?",Kimberley,0,0,0,0
1964,"As of 2011, what was the female population of Chitwan District?","300,897",0,0,0,0
1965,What is the name of the political communications firm where New York State Representative Mike Lawler was a partner from 2018 to 2022?,Checkmate Strategies,0,0,0,0
1966,"What is the section title for 7 U.S. Code 136m in the Federal Insecticide, Fungicide, and Rodenticide Act?",Indemnities,0,0,0,0
1967,What is the name of the CIA project whose user guide was published by WikiLeaks on 10 August 2017?,CouchPotato,0,0,0,0
1968,What country did Sarah Young and her husband start a counseling practice for women who had been sexually or spiritually abused?,Australia,0,1,0,0
1969,"What is the name of the chemist who fully developed the aquarium principle in 1850, explaining that plants added to water in a container would give off enough oxygen to support animals, as long as the number of animals did not grow too large?",Robert Warington,1,1,0,1
1970,What day and month was the New Zealand actor Benjamin Mitchell born?,7-Jul,0,0,1,0
1971,"What is the list entry name for the National Heritage List entry number 1090695 in Stonehouse, Stroud, Gloucestershire?",Bede Cottage,0,0,0,0
1972,What year were the guidelines outlining requirements for the inclusion of soluble biomarkers in osteoarthritis clinical trials published?,2015,0,1,1,0
1973,Who was the first Deputy Chief Minister of Jammu and Kashmir?,Mirza Afzal Beg,0,0,0,0
1974,In what year was American chemist Eger Vaughan Murphree awarded the Perkin Medal?,1950,0,0,0,0
1975,"How many cards are in the ""Moonology Messages Oracle"" card deck created by Yasmin Boland?",48,0,1,0,0
1976,What was the name of the play in which entertainer/artist/actor Charles Marchand (1890-1930) made his first public appearance in Ottawa in 1910?,Fleur d’ajonc,0,0,0,0
1977,What patch for the original Dark Souls made it so the Cracked Red Eye Orb is no longer consumed when connecting to an invasion fails?,1.04,0,0,0,0
1978,"What band opened on Sunday, September 6, 1992, at Ieperfest Hardcore '92 festival?",Abolition,0,0,0,0
1979,"Who officiated Tammy Faye Messner's burial on July 21, 2007?",Rev. Randy McCain,0,1,0,0
1980,In what year was Thomas Clingman elected to the North Carolina State Senate?,1840,0,1,0,1
1981,"Name the father and mother of Mukul Chandra Dey, a Bengali artist.",Purnashashi Devi and Kula Chandra Dey,0,0,0,0
1982,What place did Michael Vick finish in the Heisman Trophy voting in 2000?,6th,0,0,0,0
1983,Which patch for the original Dark Souls reduced the effectiveness of the Hornet Ring?,1.06,0,0,0,0
1984,Which Ivy League university granted psychologist Robert Rutherford Holt both a master's degree and a Ph.D.?,Harvard,0,1,0,0
1985,What are the names of the triplets to which Dolly the sheep gave birth?,"Lucy, Darcy and Cotton.",0,0,0,0
1986,In what year did Viktor Vasnetsov collaborate with Apollinary on the theatre design of Sadko?,1897,0,1,0,0
1987,"When NASA's communication director reported in 2020 that NASA planned to land astronauts on the Moon as part of the U.S. Artemis program, what was the total number of female candidates in the program?",Nine,0,0,0,1
1988,What is the surname of the individual who won the Polanyi Medal for outstanding contributions to the field of gas kinetics in 2006?,Hippler,0,0,1,0
1989,"How many days was school out after the fire in 1961 at Tomball High School in Harris County, Texas?",four days,0,0,0,0
1990,Under what section of CRPC was Omar Abdullah placed under preventive detention by the Indian government on the 4th and 5th of August 2019?,107,1,1,0,0
1991,What is the DrugBank accession number of Rimegepant?,DB12457,0,0,0,0
1992,"What is the first name of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2021?",Carla,0,0,0,0
1993,"In what year, month, and place was Rahat Kazmi, the Pakistani actor, born?","June 1946, Shimla, Punjab, British India",0,0,0,0
1994,How many tracks are there on the album Memeza by Brenda Fassie?,8,0,0,1,0
1995,"What is the first and last name of the father-in-law of Sir Nathaniel Brent, son of Anchor Brent, from his first marriage?",Robert Abbot,0,0,1,0
1996,"What is the full name and surname of the father of the 37th Mayor of San Francisco in California, who was assassinated?",George Joseph Moscone,1,1,0,0
1997,"What day, month, and year did the Türksat 1A satellite explode before orbiting?",24-Jan-94,0,1,1,1
1998,What is the surname of the individual who won the Gibson-Fawcett Award in 2012?,Fogg,0,0,1,0
1999,What was the name of the winner of the 1992 Scandinavian Masters golf tournament?,Nick Faldo,0,0,0,0
2000,"Who accompanied Lilian Ngoyi on an illegal journey to Lausanne, Switzerland, to participate in the World Congress of Mothers held by the Women's International Democratic Federation (WIDF)?",Dora Tamana,0,0,0,0
2001,What country placed 8th in the women's épée team event of the 2020 Tokyo Olympics?,ROC ,0,0,0,0
2002,"What year was the municipality of Caucasia, Antioquia, Colombia, founded?",1886,0,0,1,0
2003,"Whose debut role was “Lohengrin�?in “Lohengrin�?at the Metropolitan Opera House on January 1, 1890?",Heinrich Vogl,0,0,0,0
2004,"What were the month and year when WhatsApp announced updated plans to roll out a Communities feature allowing several group chats to exist in a shared space, getting unified notifications, and opening up smaller discussion groups?",22-Apr,1,1,1,1
2005,In what year did Deborah Rhode take over from Judith Brown as Director of the Clayman Institute for Gender Research?,1986,0,0,0,0
2006,What is the birth name of the Mexican artist Peso Pluma?,Hassan Emilio Kabande Laija,1,1,1,1
2007,Who is Mark's pregnant sister in Season 1 of Severance?,Devon Scout-Hale.,0,1,1,1
2008,How many innings did Game 5 of the '86 ALCS last?,11,0,1,0,0
2009,In what city was the 6th ASEM Education Ministers' Meeting held?, Seoul,0,0,0,0
2010,"What is the name of the sculptor who created the c. 1680 sculpture depicting Ceres in the Belvoir Castle Sculpture Garden in Leicestershire, England?",Caius Gabriel Cibber,0,0,1,0
2011,Who coached the Fort William War Veterans hockey team when they won the Memorial Cup in 1922?,Stan Bliss,1,0,0,0
2012,Give the full name of Rana Ayyub's father (an Indian journalist).,Mohammad Ayyub Waqif,0,0,0,0
2013,"In Horizon Zero Dawn's Frozen Wilds DLC, what is CYAN an acronym?",Caldera of Yellowstone Analytic Nexus,0,0,0,0
2014,"What is the name of the stone finish on Mohawk Island Lighthouse in Dunnville, Ontario?",hammer-dressed,0,0,0,0
2015,Who were the seven countries that participated in the Battle of the Nations tournament in 2011?,"Russia, Ukraine, Belarus, Poland. Italy, Germany, and Quebec.",0,0,1,0
2016,"In Pierce v. District of Columbia (2015), which judge ruled that the D.C. Department of Corrections violated the rights of a deaf inmate under the Americans with Disabilities Act?",Ketanji Brown Jackson,0,0,0,0
2017,What formula is used for finding the inverse of a square matrix in Google Sheets?,MINVERSE,1,1,0,1
2018,"In which year did the Trillian chat application introduce a feature called ""emotiblips,"" which allows Trillian users to stream files to their instant message recipients as ""the voice and video equivalent of an emoticon?""",2004,0,0,1,0
2019,What is the name of track 8 on the album The Awesome Album that appeared on the Parks and Recreation TV series?,Menace Ball,0,0,0,0
2020,"On which day, month, and year was Jomo Cosmos, the South African professional association football club based in Johannesburg that plays in the ABC Motsepe League, founded for the first time?",29-Jan-83,0,1,0,1
2021,In what city and state is Richard Neutra's Slavin House located?,"Santa Barbara, California",0,0,1,0
2022,What is the NASA Space Science Data Coordinated Archive (NSSDCA) ID of the spacecraft Foton-9?,1994-033A,0,0,0,0
2023,"Give the abbreviated name of the launch vehicle along with its mission or flight number used for carrying the EOS-04 satellite, launched from the Satish Dhawan Space Centre in India in 2022.",PSLV-C52,0,1,1,1
2024,"On what day, month, and year was Heo Seung, known as Justhis, born?","May 7, 1991.",0,0,0,0
2025,Who did Kentaro Yano's father tell him the Theory of Relativity was not written by?,God,0,0,0,0
2026,"What was the first-generation, four-speed manual transmission gearbox type of the Mazda R360 officially called in Japan?",KRBB,0,0,0,0
2027,"Who was the wife of the Indian criminal ""Welding"" Kumar, who was originally known as Jeyakumar?",Shanti,0,0,0,0
2028,In which season and episode of South Park does Stan ask why dogs have cold noses?,"Season 2 Episode 3: ""Ike's Wee Wee""",0,0,1,0
2029,How many steps are in the Shinto burial process?,20,0,1,0,1
2030,What was the full name of the first Prime Minister of Congo?,Patrice Émery Lumumba.,1,1,0,1
2031,In which season of Happy Valley does Claire run into Neil?,Season 2,0,1,0,0
2032,Who was awarded the IEEE/RSE James Clerk Maxwell Medal in 2021?,Evelyn Lynn Hu,0,0,0,0
2033,What is the name of track 3 on the Mario Kart 64 Greatest Hits soundtrack released in 1997?,Moo Moo Farm,0,0,1,0
2034,What was the official name of Terraria patch 1.4.1?,Rounding Out the Journey,0,0,0,0
2035,In what month and year did Ronnie Milsap first move to Nashville?,Dec-72,0,0,0,1
2036,Who served before Cora Sadosky as president of the Association for Women in Mathematics?,Carol S. Wood,0,0,0,0
2037,In which year did the South African soap opera Generations first premiere on SABC 1?,1993,0,0,0,1
2038,"What month, day, and year did Amir Hamza put a $2.2 million fatwā on anyone who killed Pastor Terry Jones?",22-Mar-11,0,0,0,0
2039,Who played the vampire in Penny Dreadful's Season 1?,Robert Nairne,0,1,0,0
2040,"In which year was ""Mithila Makhana"" awarded the Geographical Indication (GI) tag?",2022,0,0,1,0
2041,At what university did Lorne Baird Warneke attend medical school?,University of Alberta ,1,1,0,0
2042,"What day, month, and year was Sergio Flamigni, an Italian politician and writer, born?",22-Oct-25,0,0,0,0
2043,In which year was the Melody Queen of Kashmir awarded the Padma Shri?,2002,0,0,0,0
2044,"In which year was a number of procumbent pearlwort (Sagina procumbens) plants first found on Gough Island in the South Atlantic Ocean, capable of dramatically transforming the upland plant ecosystem?",1998,0,0,0,0
2045,"From the span of 1948 to 1962, how many times in total did Patty Berg win the Vare Trophy?",3,1,1,1,0
2046,"As of 2021, who is the host of The Doers Nepal podcast?",Anup Ghimire,0,0,0,0
2047,How many kilobytes of memory did the IBM 7030 Stretch have?,2048,1,0,0,0
2048,In what year was Virgil K. Smith's (Michigan politician) driver's license revoked after being charged with operating a vehicle while impaired in February 2004 and operating a vehicle while intoxicated in August 2004?,2004,0,0,1,0
2049,"What year was the municipality of Pueblorrico, Antioquia, Colombia, founded?",1866,0,0,0,0
2050,"Under what pseudonym (name and surname) was Marc Julian Bradley, who is a member of the Wisconsin Senate representing the 28th Senate District since 2021, known when he made his professional wrestling debut in 1999?",Kris Krude,0,0,1,0
2051,"How many calculations per second could the UNIVAC, which was delivered to the Census Bureau in 1951, perform?","1,000",0,0,0,0
2052,What's the full name of the first female Finance Minister in Zambia?,Edith Zewelani Nawakwi,0,0,0,0
2053,What was the year when NASA Administrator James C. Fletcher proposed a token of $5 million for Hubble in NASA's budget?,1977,0,1,0,0
2054,In which year was Germund Dahlquist elected to the Royal Swedish Academy of Engineering Sciences?,1965,0,0,0,0
2055,Give the name of Basanti Dulal Nag Chaudhuri's (an Indian nuclear scientist) wife., Dipali Nag née Talukdar,0,0,0,0
2056,What is the name of the mosque that was first built in Srinagar?,Khanqah of Shah Hamadan,0,0,0,0
2057,What is the surname of the individual who won the De Gennes Prize (formerly known as the Prize for Materials Chemistry) in 2013?,Kitagawa,0,0,1,0
2058,"On what day, month, and year was Jose Lampe Cuisia Jr., who served as ambassador for the Philippines to the United States, born?",16-Jul-44,0,0,0,0
2059,Who was the Scotsman that formed Clyde Pinelands Football Club in Cape Town in 1898?,Daddy McCloud,0,0,0,0
2060,Please tell me the name of the book Cindy Sherman published in 2003.,"""Cindy Sherman: The Complete Untitled Film Stills""",0,1,0,0
2061,What was the name of the active volcano Mascarin Peak on Marion Island prior to 2003 when it was renamed?,State President Swart Peak,0,1,1,0
2062,What is the name of the Japanese scientist who received the Shaw Prize in 2008?,Shinya Yamanaka,1,1,0,0
2063,In which month and year did Sir Frederick Lugard organize the West African Frontier Force?,August 1897,0,0,0,1
2064,"How many balls did Ishan Kishan play in the Indian Premier League 2019 final match between CSK and MI on May 12, 2019?",26,0,0,0,0
2065,What year did Albert-László Barabási receive the Cozzarelli Prize from the U.S. National Academies of Sciences?,2009,0,0,0,0
2066,In what position did Romania finish in the 2022 Rugby Europe Championship?,Second position,1,1,1,1
2067,How many individual plastic Fimir miniatures were included in the original HeroQuest Game System board game (not including expansions) released in North America in 1990?,3,0,0,1,0
2068,In what year was Isavel Roche-Kelly named UCT Sportsperson of the Year?,1980,0,0,0,0
2069,What is the name of the book Cindy Sherman published in 2001?,Early Work of Cindy Sherman,0,0,0,0
2070,"What did CSA Brigadier General James Lusk Alcorn denounce as ""a cancer upon the body of the nation""?",slavery,0,1,0,1
2071,What's Dreadbolt's secret identity?,Terrence Bolatinsky,0,0,0,0
2072,During what year did Kiki Smith earn the Nelson A. Rockefeller Award for the first time?,2010,0,0,0,0
2073,"In which ""Adventure Time"" episode does Finn break his legs?","Season 3, Episode 15: No One Can Hear You",0,0,0,0
2074,How many times did Kameron Michaels lip-sync on RPDR Season 10?,6,0,0,0,0
2075,In what month and year did Maxi Gnauck officially announce her retirement from gymnastics?,Apr-86,0,0,1,0
2076,What is the name of the 20th song on the Wrath of the Lich King Official Soundtrack CD?,"""Angrathar's Shadow""",0,0,0,0
2077,From which Boston University did pharmacist George F. Archambault earn a law degree?,Northeastern University,0,0,0,0
2078,In which year was John B. Goodenough elected a member of the National Academy of Engineering?,1976,0,0,0,1
2079,What is the forest cover area of Sikkim in square kilometers according to the interpretation of IRS Resourcesat-2 LISS III satellite data from 2017?,"3,342.49",0,0,0,0
2080,During which year did Pipilotti Rist receive a Special Award from the Seville European Film Festival?,2009,0,0,0,1
2081,What is the name of Track 4 on the Sonic Free Riders Original Soundtrack released in 2010?,"""Theme of Rocky Ridge""",0,0,0,0
2082,What is the name of the recipient of the Lapworth Medal in 2004?,James Valentine,0,0,0,0
2083,What is the name of the town where the Jaynes Covered Bridge is situated?,"Waterville, Vermont",0,0,1,0
